BARCAŚ	(.|#|)bartsaS(.|#|)
PŚEMĚNJOWANI	(.|#|)pSEmjinjOwani(.|#|)
PŚEMĚNJOWANI	(.|#|)pSEmjinjowani(.|#|)
PŚEMĚNLIWYMA	(.|#|)pSEmjinliw1ma(.|#|)
PŚEMĚSMY	(.|#|)pSEmjism1(.|#|)
PŚEMĚSMY	(.|#|)pSEmjismU(.|#|)
PŚEMĚSOWAŁO	(.|#|)pSEmjisOwawO(.|#|)
PŚEMĚSOWAŁO	(.|#|)pSEmjisowawO(.|#|)
PŚEMĚSTNJUJUCEJE	(.|#|)pSEmjistnjujutsejE(.|#|)
PŚEMĚSTŃMY	(.|#|)pSEmjistjnm1(.|#|)
PŚEMĚSTŃMY	(.|#|)pSEmjistjnmU(.|#|)
PŚEMĚSTŃTEJ	(.|#|)pSEmjistjntej(.|#|)
PŚEMĚSTŃŚO	(.|#|)pSEmjistjnSO(.|#|)
PŚEMĚSYT	(.|#|)pSEmjis1t(.|#|)
PŚEMĚTEMU	(.|#|)pSEmjitEmu(.|#|)
PŚEMĚWACHMEJ	(.|#|)pSEmjiwaxmej(.|#|)
PŚEMĚŁO	(.|#|)pSEmjiwO(.|#|)
PŚEMĚŃMEJ	(.|#|)pSEmjijnmej(.|#|)
PŚEMĚŃTEJ	(.|#|)pSEmjijntej(.|#|)
PŚEMĚŚEJU	(.|#|)pSEmjiSeju(.|#|)
PŚEMĚŠANJAM	(.|#|)pSEmjiSanjam(.|#|)
PŚEMŁOŹOWANU	(.|#|)pSEmwOZOwanu(.|#|)
PŚEMŁOŹOWANU	(.|#|)pSEmwOZowanu(.|#|)
PŚENAJMAŁ	(.|#|)pSEnajmau(.|#|)
PŚENAJMJEJOMY	(.|#|)pSEnajmjejOm1(.|#|)
PŚENAJMJEJOMY	(.|#|)pSEnajmjejOmU(.|#|)
PŚENAJMĚWALI	(.|#|)pSEnajmjiwali(.|#|)
PŚENAJMŚO	(.|#|)pSEnajmSO(.|#|)
PŚENAPINANJOMA	(.|#|)pSEnapinanjOma(.|#|)
PŚENAPNĚŚOMA	(.|#|)pSEnapnjiSOma(.|#|)
PŚENAPĚJU	(.|#|)pSEnapjiju(.|#|)
PŚENAPĚJŚO	(.|#|)pSEnapjijSO(.|#|)
PŚENAPĚTOSĆAMI	(.|#|)pSEnapjitOstSami(.|#|)
PŚENAPĚTOSĆAMI	(.|#|)pSEnapjitOStSami(.|#|)
PŚENASEŚENJAM	(.|#|)pSEnasESEnjam(.|#|)
PŚENAWDAWAJŚO	(.|#|)pSEnaudawajSO(.|#|)
PŚENIMCYLI	(.|#|)pSEnimts1li(.|#|)
PŚENIMCYŚ	(.|#|)pSEnimts1S(.|#|)
PŚENIMCĆO	(.|#|)pSEnimtstSO(.|#|)
PŚENIŽAŁ	(.|#|)pSEniZau(.|#|)
PŚENIŽAŠTEJ	(.|#|)pSEniZaStej(.|#|)
PŚENIŽOWANEGO	(.|#|)pSEniZOwanEgO(.|#|)
PŚENIŽOWANEGO	(.|#|)pSEniZowanEgO(.|#|)
PŚENIŽYŁO	(.|#|)pSEniZ1wO(.|#|)
PŚENIŽĆO	(.|#|)pSEniZtSO(.|#|)
PŚENJASLIWEM	(.|#|)pSEnjasliwEm(.|#|)
PŚENJEROŹILI	(.|#|)pSEn(j|)ErOZili(.|#|)
PŚENJEZJAPKEGO	(.|#|)pSEn(j|)EzjapkEgO(.|#|)
PŚENJEZJAPKO	(.|#|)pSEn(j|)EzjapkO(.|#|)
PŚENOCOWA	(.|#|)pSEnOtsOwa(.|#|)
PŚENOCOWA	(.|#|)pSEnOtsowa(.|#|)
PŚENOSMY	(.|#|)pSEnOsm1(.|#|)
PŚENOSMY	(.|#|)pSEnOsmU(.|#|)
PŚENOSOWAŚ	(.|#|)pSEnOsOwaS(.|#|)
PŚENOSOWAŚ	(.|#|)pSEnOsowaS(.|#|)
PŚENOSYŁEJ	(.|#|)pSEnOs1wej(.|#|)
PŚENOWIJOTEJ	(.|#|)pSEnOwijOtej(.|#|)
PŚENOWIJOTEJ	(.|#|)pSEnowijOtej(.|#|)
PŚENUMERĚRUJUCA	(.|#|)pSEnumErjirujutsa(.|#|)
PŚENUZKAŚ	(.|#|)pSEnuskaS(.|#|)
PŚENUŹENJA	(.|#|)pSEnuZEnja(.|#|)
PŚENUŹIJOMEJ	(.|#|)pSEnuZijOmej(.|#|)
PŚENUŹIŠĆO	(.|#|)pSEnuZiStSO(.|#|)
PŚEOPTIMISTISKI	(.|#|)pSEOptimistiski(.|#|)
PŚEORGANIZOWANEMU	(.|#|)pSEOrganizOwanEmu(.|#|)
PŚEORGANIZOWANEMU	(.|#|)pSEOrganizowanEmu(.|#|)
PŚEORGANIZĚRUJOMEJ	(.|#|)pSEOrganizjirujOmej(.|#|)
PŚEPACANE	(.|#|)pSEpatsanE(.|#|)
PŚEPACAŠĆO	(.|#|)pSEpatsaStSO(.|#|)
PŚEPACHOŔMY	(.|#|)pSEpaxOrm1(.|#|)
PŚEPACHOŔMY	(.|#|)pSEpaxOrmU(.|#|)
PŚEPADLIŠĆACH	(.|#|)pSEpadliStSax(.|#|)
PŚEPADUJUCYMA	(.|#|)pSEpadujuts1ma(.|#|)
PŚEPAJŹOMA	(.|#|)pSEpajZOma(.|#|)
PŚEPAKOSĆENJOW	(.|#|)pSEpakOstSEnjO(.|#|)
PŚEPAKOSĆENJOW	(.|#|)pSEpakOStSEnjo(.|#|)
PŚEPALIŁEJ	(.|#|)pSEpaliwej(.|#|)
PŚEPARIJO	(.|#|)pSEparijO(.|#|)
PŚEPASOŠ	(.|#|)pSEpasOS(.|#|)
PŚEPASUJUCYM	(.|#|)pSEpasujuts1m(.|#|)
PŚEPAWKUJ	(.|#|)pSEpaukuj(.|#|)
PŚEPAWSOWAŁEJ	(.|#|)pSEpausOwawej(.|#|)
PŚEPAWSOWAŁEJ	(.|#|)pSEpausowawej(.|#|)
PŚEPAWSUJMEJ	(.|#|)pSEpausujmej(.|#|)
PŚEPAŁCMY	(.|#|)pSEpawtsm1(.|#|)
PŚEPAŁCMY	(.|#|)pSEpawtsmU(.|#|)
PŚEPAŁCOTEJ	(.|#|)pSEpawtsOtej(.|#|)
PŚEPAŁCOŚO	(.|#|)pSEpawtsOSO(.|#|)
PŚEPAŁCĆO	(.|#|)pSEpawtstSO(.|#|)
PŚEPAŁKNIŚO	(.|#|)pSEpawkniSO(.|#|)
PŚEPAŁKNJONU	(.|#|)pSEpawknjOnu(.|#|)
PŚEPAŃTŚANU	(.|#|)pSEpajntSanu(.|#|)
PŚEPAŃŚALI	(.|#|)pSEpajnSali(.|#|)
PŚEPAŃŚANEGO	(.|#|)pSEpajnSanEgO(.|#|)
PŚEPAŃŚAT	(.|#|)pSEpajnSat(.|#|)
PŚEPAŔMY	(.|#|)pSEparm1(.|#|)
PŚEPAŔMY	(.|#|)pSEparmU(.|#|)
PŚEPAŔŚO	(.|#|)pSEparSO(.|#|)
PŚEPAŹE	(.|#|)pSEpaZE(.|#|)
PŚEPEŔ	(.|#|)pSEpEr(.|#|)
PŚEPEŔMY	(.|#|)pSEpErm1(.|#|)
PŚEPEŔMY	(.|#|)pSEpErmU(.|#|)
PŚEPINAKA	(.|#|)pSEpinaka(.|#|)
PŚEPIŚAM	(.|#|)pSEpiSam(.|#|)
PŚEPJAKŁ	(.|#|)pSEpjak(.|#|)
PŚEPJERŠYŁ	(.|#|)pSEpjErS1u(.|#|)
PŚEPLAPOTAŁEJ	(.|#|)pSEplapOtawej(.|#|)
PŚEPLEPOLONYMA	(.|#|)pSEplEpOlOn1ma(.|#|)
PŚEPLETAŃSKEGO	(.|#|)pSEplEtajnskEgO(.|#|)
PŚEPLEŚMY	(.|#|)pSEplESm1(.|#|)
PŚEPLEŚMY	(.|#|)pSEplESmU(.|#|)
PŚEPLICAJMY	(.|#|)pSEplitsajm1(.|#|)
PŚEPLICAJMY	(.|#|)pSEplitsajmU(.|#|)
PŚEPLĚLI	(.|#|)pSEpljili(.|#|)
PŚEPNĚCHU	(.|#|)pSEpnjiCu(.|#|)
PŚEPNĚTYM	(.|#|)pSEpnjit1m(.|#|)
PŚEPNĚŁA	(.|#|)pSEpnjiwa(.|#|)
PŚEPODAŚOMA	(.|#|)pSEpOdaSOma(.|#|)
PŚEPOKAZANYCH	(.|#|)pSEpOkazan1x(.|#|)
PŚEPOLOWANJOWU	(.|#|)pSEpOlOwanjOwu(.|#|)
PŚEPOLOWANJOWU	(.|#|)pSEpOlowanjowu(.|#|)
PŚEPOMOGAJUCYCH	(.|#|)pSEpOmOgajuts1x(.|#|)
PŚEPOMOGLI	(.|#|)pSEpOmOgli(.|#|)
PŚEPOMOŽECHMY	(.|#|)pSEpOmOZExm1(.|#|)
PŚEPOMOŽECHMY	(.|#|)pSEpOmOZECmU(.|#|)
PŚEPOMOŽMY	(.|#|)pSEpOmOZm1(.|#|)
PŚEPOMOŽMY	(.|#|)pSEpOmOZmU(.|#|)
PŚEPOWDACHMY	(.|#|)pSEpOudaxm1(.|#|)
PŚEPOWDACHMY	(.|#|)pSEpoudaxmU(.|#|)
PŚEPOWDALI	(.|#|)pSEpOudali(.|#|)
PŚEPOWDALI	(.|#|)pSEpoudali(.|#|)
PŚEPOWDAŚAM	(.|#|)pSEpOudaSam(.|#|)
PŚEPOWDAŚAM	(.|#|)pSEpoudaSam(.|#|)
PŚEPOWJESACHU	(.|#|)pSEpOu(j|)Esaxu(.|#|)
PŚEPOWJESACHU	(.|#|)pSEpou(j|)Esaxu(.|#|)
PŚEPOWJESAŚO	(.|#|)pSEpOu(j|)EsaSO(.|#|)
PŚEPOWJESAŚO	(.|#|)pSEpou(j|)EsaSO(.|#|)
PŚEPOWUŠĆO	(.|#|)pSEpOwuStSO(.|#|)
PŚEPOWUŠĆO	(.|#|)pSEpowuStSO(.|#|)
PŚEPOWĚDAJUCYMA	(.|#|)pSEpOujidajuts1ma(.|#|)
PŚEPOWĚDAJUCYMA	(.|#|)pSEpoujidajuts1ma(.|#|)
PŚEPOŁOŽENJU	(.|#|)pSEpOwOZEnju(.|#|)
PŚEPOŁOŽENJU	(.|#|)pSEpowOZEnju(.|#|)
PŚEPRAŃCUJO	(.|#|)pSEprajntsujO(.|#|)
PŚEPROCESĚROWANYMI	(.|#|)pSEprOtsEsjirOwan1mi(.|#|)
PŚEPROCESĚROWANYMI	(.|#|)pSEprOtsEsjirowan1mi(.|#|)
PŚEPROCHNAWJONEJ	(.|#|)pSEprOxnaujOnej(.|#|)
PŚEPROFILĚRUJOTEJ	(.|#|)pSEprOfiljirujOtej(.|#|)
PŚEPROJŚA	(.|#|)pSEprOjSa(.|#|)
PŚEPSYJMY	(.|#|)pSEps1jm1(.|#|)
PŚEPSYJMY	(.|#|)pSEps1jmU(.|#|)
PŚEPSYJTEJ	(.|#|)pSEps1jtej(.|#|)
PŚEPSYJU	(.|#|)pSEps1ju(.|#|)
PŚEPSYJŚO	(.|#|)pSEps1jSO(.|#|)
PŚEPSYLI	(.|#|)pSEps1li(.|#|)
PŚEPSYTEJU	(.|#|)pSEps1teju(.|#|)
PŚEPSYŁA	(.|#|)pSEps1wa(.|#|)
PŚEPSYŚIM	(.|#|)pSEps1Sim(.|#|)
PŚEPSYŚU	(.|#|)pSEps1Su(.|#|)
PŚEPUKNJOMEJ	(.|#|)pSEpuknjOmej(.|#|)
PŚEPUŚE	(.|#|)pSEpuSE(.|#|)
PŚEPUŚOJU	(.|#|)pSEpuSOju(.|#|)
PŚEPUŠĆAJMY	(.|#|)pSEpuStSajm1(.|#|)
PŚEPUŠĆAJMY	(.|#|)pSEpuStSajmU(.|#|)
PŚEPUŠĆAŚO	(.|#|)pSEpuStSaSO(.|#|)
PŚEPYSKOCOTEJ	(.|#|)pSEp1skOtsOtej(.|#|)
PŚEPYTCE	(.|#|)pSEp1ttsE(.|#|)
PŚEPYTUJUCEMU	(.|#|)pSEp1tujutsEmu(.|#|)
PŚEPYŚE	(.|#|)pSEp1SE(.|#|)
PŚEPYŠNY	(.|#|)pSEp1Sn1(.|#|)
PŚEPÓDA	(.|#|)pSEpUda(.|#|)
PŚEPÓDAŚOWE	(.|#|)pSEpUdaSOwE(.|#|)
PŚEPÓDAŚOWE	(.|#|)pSEpUdaSowE(.|#|)
PŚEPÓRAŔ	(.|#|)pSEpUrar(.|#|)
PŚEPÓRĚŹANE	(.|#|)pSEpUrjiZanE(.|#|)
PŚEPÓRĚŹANY	(.|#|)pSEpUrjiZan1(.|#|)
PŚEPÓRĚŹAŁEJ	(.|#|)pSEpUrjiZawej(.|#|)
PŚEPÓRĚŹAŚ	(.|#|)pSEpUrjiZaS(.|#|)
PŚEPÓRĚŹILI	(.|#|)pSEpUrjiZili(.|#|)
PŚEPÓRĚŹMY	(.|#|)pSEpUrjiZm1(.|#|)
PŚEPÓRĚŹMY	(.|#|)pSEpUrjiZmU(.|#|)
PŚEPÓSĆEŁANA	(.|#|)pSEpUstSEwana(.|#|)
PŚEPÓSŁUCHAJOTEJ	(.|#|)pSEpUswuxajOtej(.|#|)
PŚEPÓWUŠUJUCEM	(.|#|)pSEpUwuSujutsEm(.|#|)
PŚEPÓZNAJOMY	(.|#|)pSEpUznajOm1(.|#|)
PŚEPÓZNAJOMY	(.|#|)pSEpUznajOmU(.|#|)
PŚEPÓŠKACHMEJ	(.|#|)pSEpUSkaxmej(.|#|)
PŚEPÓŽRĚCHMEJ	(.|#|)pSEpUZrjiCmej(.|#|)
PŚEPÓŽRĚŚAM	(.|#|)pSEpUZrjiSam(.|#|)
PŚEPĚLI	(.|#|)pSEpjili(.|#|)
PŚEPĚNJENJACH	(.|#|)pSEpjin(j|)Enjax(.|#|)
PŚEPĚTOSĆ	(.|#|)pSEpjitOstS(.|#|)
PŚEPĚTOSĆ	(.|#|)pSEpjitOStS(.|#|)
PŚEPĚŁ	(.|#|)pSEpji(.|#|)
PŚEPĚŃMEJ	(.|#|)pSEpjijnmej(.|#|)
PŚEPĚŚACH	(.|#|)pSEpjiSax(.|#|)
PŚEPĚŠĆO	(.|#|)pSEpjiStSO(.|#|)
PŚEPĚŠĆO	(.|#|)pSEp1StSO(.|#|)
PŚEPĚŹIJOM	(.|#|)pSEpjiZijOm(.|#|)
PŚEPŁAWŚO	(.|#|)pSEpwauSO(.|#|)
PŚEPŁAŚENJOWU	(.|#|)pSEpwaSEnjOwu(.|#|)
PŚEPŁAŚENJOWU	(.|#|)pSEpwaSEnjowu(.|#|)
PŚEPŁOŠTEJ	(.|#|)pSEpwOStej(.|#|)
PŚEPŁUWAJMY	(.|#|)pSEpwuwajm1(.|#|)
PŚEPŁUWAJMY	(.|#|)pSEpwuwajmU(.|#|)
PŚEPŚIMAŁA	(.|#|)pSEpSimawa(.|#|)
PŚEPŚIMNJENJE	(.|#|)pSEpSimn(j|)En(j|)E(.|#|)
PŚEPŚIMNUŁO	(.|#|)pSEpSimnuwO(.|#|)
PŚEPŚIMTEJ	(.|#|)pSEpSimtej(.|#|)
PŚEPŚIMUJOMY	(.|#|)pSEpSimujOm1(.|#|)
PŚEPŚIMUJOMY	(.|#|)pSEpSimujOmU(.|#|)
PŚEPŚĚGANJE	(.|#|)pSEpSjigan(j|)E(.|#|)
PŚEPŚĚGAŁA	(.|#|)pSEpSjigawa(.|#|)
PŚEPŠAWUJOŠ	(.|#|)pSEpSawujOS(.|#|)
PŚEPŠOSBAMI	(.|#|)pSEpSOsbami(.|#|)
PŚEPŠOSBU	(.|#|)pSEpSOsbu(.|#|)
PŚEPŠOSMEJ	(.|#|)pSEpSOsmej(.|#|)
PŚEPŠOSONU	(.|#|)pSEpSOsOnu(.|#|)
PŚEPŠOSOWACHMEJ	(.|#|)pSEpSOsOwaxmej(.|#|)
PŚEPŠOSOWACHMEJ	(.|#|)pSEpSOsowaxmej(.|#|)
PŚERADNEGO	(.|#|)pSEradnEgO(.|#|)
PŚERAMIKUJOTEJ	(.|#|)pSEramikujOtej(.|#|)
PŚERANCOWAŠTEJ	(.|#|)pSErantsOwaStej(.|#|)
PŚERANCOWAŠTEJ	(.|#|)pSErantsowaStej(.|#|)
PŚERAZLIWEM	(.|#|)pSErazliwEm(.|#|)
PŚERAŃMY	(.|#|)pSErajnm1(.|#|)
PŚERAŃMY	(.|#|)pSErajnmU(.|#|)
PŚERAŹANU	(.|#|)pSEraZanu(.|#|)
PŚERDŽ	(.|#|)pSErdS(.|#|)
PŚERDŽANYMA	(.|#|)pSErdZan1ma(.|#|)
PŚERDŽAT	(.|#|)pSErdZat(.|#|)
PŚERDŽAŠĆO	(.|#|)pSErdZaStSO(.|#|)
PŚERDŽMEJ	(.|#|)pSErdZmej(.|#|)
PŚEREJTOWANEMU	(.|#|)pSErejtOwanEmu(.|#|)
PŚEREJTOWANEMU	(.|#|)pSErejtowanEmu(.|#|)
PŚERIGACHU	(.|#|)pSErigaxu(.|#|)
PŚERJAGOWAŠO	(.|#|)pSErjagOwaSO(.|#|)
PŚERJAGOWAŠO	(.|#|)pSErjagowaSO(.|#|)
PŚERJAGUJOMY	(.|#|)pSErjagujOm1(.|#|)
PŚERJAGUJOMY	(.|#|)pSErjagujOmU(.|#|)
PŚERONJONEJE	(.|#|)pSErOnjOnejE(.|#|)
PŚEROZGNIWAJMY	(.|#|)pSErOzgniwajm1(.|#|)
PŚEROZGNIWAJMY	(.|#|)pSErOzgniwajmU(.|#|)
PŚEROZMĚŚU	(.|#|)pSErOzmjiSu(.|#|)
PŚEROŃ	(.|#|)pSErOjn(.|#|)
PŚEROŃ	(.|#|)pSErOn(.|#|)
PŚEROŹONE	(.|#|)pSErOZOnE(.|#|)
PŚERUBUJO	(.|#|)pSErubujO(.|#|)
PŚERUMUJOMEJ	(.|#|)pSErumujOmej(.|#|)
PŚERUSOWANEJU	(.|#|)pSErusOwaneju(.|#|)
PŚERUSOWANEJU	(.|#|)pSErusowaneju(.|#|)
PŚERUSUJUCU	(.|#|)pSErusujutsu(.|#|)
PŚERUŠOWANYCH	(.|#|)pSEruSOwan1x(.|#|)
PŚERUŠOWANYCH	(.|#|)pSEruSowan1x(.|#|)
PŚERUŠUJO	(.|#|)pSEruSujO(.|#|)
PŚERYTEGO	(.|#|)pSEr1tEgO(.|#|)
PŚERYWJE	(.|#|)pSEr1u(j|)E(.|#|)
PŚERYWU	(.|#|)pSEr1wu(.|#|)
PŚERYWY	(.|#|)pSEr1w1(.|#|)
PŚERYŁO	(.|#|)pSEr1wO(.|#|)
PŚERYŚI	(.|#|)pSEr1Si(.|#|)
PŚERYŠTEJ	(.|#|)pSEr1Stej(.|#|)
PŚERĚDKEGO	(.|#|)pSErjitkEgO(.|#|)
PŚERĚDKEJE	(.|#|)pSErjitkejE(.|#|)
PŚERĚDNJEJŠMEJ	(.|#|)pSErjidn(j|)ejSmej(.|#|)
PŚERĚDNJEJŠYT	(.|#|)pSErjidn(j|)ejS1t(.|#|)
PŚERĚDUJUCEMU	(.|#|)pSErjidujutsEmu(.|#|)
PŚERĚZNOSĆOW	(.|#|)pSErjiznOstSO(.|#|)
PŚERĚZNOSĆOW	(.|#|)pSErjiznOStSo(.|#|)
PŚERĚŠYŁA	(.|#|)pSErjiS1wa(.|#|)
PŚERĚŽOMEJ	(.|#|)pSErjiZOmej(.|#|)
PŚESADKAMI	(.|#|)pSEsatkami(.|#|)
PŚESAJŹOWARJOWU	(.|#|)pSEsajZOwarjOwu(.|#|)
PŚESAJŹOWARJOWU	(.|#|)pSEsajZowarjowu(.|#|)
PŚESCYNJOWANJEJU	(.|#|)pSEsts1njOwan(j|)eju(.|#|)
PŚESCYNJOWANJEJU	(.|#|)pSEsts1njowan(j|)eju(.|#|)
PŚESECENJOMA	(.|#|)pSEsEtsEnjOma(.|#|)
PŚESEDLUJUCEGO	(.|#|)pSEsEdlujutsEgO(.|#|)
PŚESEDOWANA	(.|#|)pSEsEdOwana(.|#|)
PŚESEDOWANA	(.|#|)pSEsEdowana(.|#|)
PŚESEGAŚ	(.|#|)pSEsEgaS(.|#|)
PŚESEJMEJ	(.|#|)pSEsejmej(.|#|)
PŚESEJŹIJOM	(.|#|)pSEsejZijOm(.|#|)
PŚESEKOWACHMY	(.|#|)pSEsEkOwaxm1(.|#|)
PŚESEKOWACHMY	(.|#|)pSEsEkowaxmU(.|#|)
PŚESERBSCENJOWU	(.|#|)pSEsErpstsEnjOwu(.|#|)
PŚESERBSCENJOWU	(.|#|)pSEsErpstsEnjowu(.|#|)
PŚESERBSCMEJ	(.|#|)pSEsErpstsmej(.|#|)
PŚESERBSCONEJE	(.|#|)pSEsErpstsOnejE(.|#|)
PŚESERBSCYŁA	(.|#|)pSEsErpsts1wa(.|#|)
PŚESERBŠĆENJOW	(.|#|)pSEsErpStSEnjO(.|#|)
PŚESERBŠĆENJOW	(.|#|)pSEsErpStSEnjo(.|#|)
PŚESERBŠĆMY	(.|#|)pSEsErpStSm1(.|#|)
PŚESERBŠĆMY	(.|#|)pSEsErpStSmU(.|#|)
PŚESERBŠĆTEJ	(.|#|)pSEsErpStStej(.|#|)
PŚESETY	(.|#|)pSEsEt1(.|#|)
PŚESEWAJUCYCH	(.|#|)pSEsEwajuts1x(.|#|)
PŚESEWKAM	(.|#|)pSEsEukam(.|#|)
PŚESEWKU	(.|#|)pSEsEuku(.|#|)
PŚESEŁEJ	(.|#|)pSEsEwej(.|#|)
PŚESEŔŚO	(.|#|)pSEsErSO(.|#|)
PŚESEŚONOSĆOW	(.|#|)pSEsESOnOstSO(.|#|)
PŚESEŚONOSĆOW	(.|#|)pSEsESOnOStSo(.|#|)
PŚESEŹE	(.|#|)pSEsEZE(.|#|)
PŚESKALOWANJAM	(.|#|)pSEskalOwanjam(.|#|)
PŚESKALOWANJAM	(.|#|)pSEskalowanjam(.|#|)
PŚESKJARŽARJA	(.|#|)pSEskjarZarja(.|#|)
PŚESKJARŽOBNEM	(.|#|)pSEskjarZObnEm(.|#|)
PŚESKJARŽONEJ	(.|#|)pSEskjarZOnej(.|#|)
PŚESKJARŽONEJ	(.|#|)pSEskjarZUnej(.|#|)
PŚESKOBODOMA	(.|#|)pSEskObOdOma(.|#|)
PŚESKÓCTEJ	(.|#|)pSEskUtstej(.|#|)
PŚESKÓCYCHMY	(.|#|)pSEskUts1xm1(.|#|)
PŚESKÓCYCHMY	(.|#|)pSEskUts1xmU(.|#|)
PŚESLINJANEJE	(.|#|)pSEslinjanejE(.|#|)
PŚESLIZUJUCEJ	(.|#|)pSEslizujutsej(.|#|)
PŚESLIŃMEJ	(.|#|)pSEslinmej(.|#|)
PŚESLĚDOWANJOMA	(.|#|)pSEsljidOwanjOma(.|#|)
PŚESLĚDOWANJOMA	(.|#|)pSEsljidowanjOma(.|#|)
PŚESLĚŹUJUCY	(.|#|)pSEsljiZujuts1(.|#|)
PŚESMARCLENIM	(.|#|)pSEsmartslEnim(.|#|)
PŚESMARCLIT	(.|#|)pSEsmartslit(.|#|)
PŚESMARCLIŁO	(.|#|)pSEsmartsliwO(.|#|)
PŚESMARCLIŠTEJ	(.|#|)pSEsmartsliStej(.|#|)
PŚESMARCLUJUCEGO	(.|#|)pSEsmartslujutsEgO(.|#|)
PŚESMARŹOWACHMY	(.|#|)pSEsmarZOwaxm1(.|#|)
PŚESMARŹOWACHMY	(.|#|)pSEsmarZowaxmU(.|#|)
PŚESMASLIT	(.|#|)pSEsmaslit(.|#|)
PŚESMASOWANJAMI	(.|#|)pSEsmasOwanjami(.|#|)
PŚESMASOWANJAMI	(.|#|)pSEsmasowanjami(.|#|)
PŚESMRAŹATOSĆAMI	(.|#|)pSEsmraZatOstSami(.|#|)
PŚESMRAŹATOSĆAMI	(.|#|)pSEsmraZatOStSami(.|#|)
PŚESMRAŹAWKAM	(.|#|)pSEsmraZaukam(.|#|)
PŚESMUŹIJO	(.|#|)pSEsmuZijO(.|#|)
PŚESMYCKOWANEGO	(.|#|)pSEsm1tskOwanEgO(.|#|)
PŚESMYCKOWANEGO	(.|#|)pSEsm1tskowanEgO(.|#|)
PŚESMYKOMA	(.|#|)pSEsm1kOma(.|#|)
PŚESMYKOMA	(.|#|)pSEsm1kUma(.|#|)
PŚESNOCHTACHU	(.|#|)pSEsnOxtaxu(.|#|)
PŚESNUCHLOWANU	(.|#|)pSEsnuxlOwanu(.|#|)
PŚESNUCHLOWANU	(.|#|)pSEsnuxlowanu(.|#|)
PŚESODŁAJOŚO	(.|#|)pSEsOdwajOSO(.|#|)
PŚESODŁAŁO	(.|#|)pSEsOdwawO(.|#|)
PŚESODŁUJOMEJ	(.|#|)pSEsOdwujOmej(.|#|)
PŚESOLOWANY	(.|#|)pSEsOlOwan1(.|#|)
PŚESOLOWANY	(.|#|)pSEsOlowan1(.|#|)
PŚESORTĚROWACH	(.|#|)pSEsOrtjirOwax(.|#|)
PŚESORTĚROWACH	(.|#|)pSEsOrtjirowax(.|#|)
PŚESPIWANJE	(.|#|)pSEspiwan(j|)E(.|#|)
PŚESPYŚE	(.|#|)pSEsp1SE(.|#|)
PŚESPÓRANEM	(.|#|)pSEspUranEm(.|#|)
PŚESPĚŠNOSĆOMA	(.|#|)pSEspjiSnOstSOma(.|#|)
PŚESPĚŠNOSĆOMA	(.|#|)pSEsp1SnOStSOma(.|#|)
PŚESRANYMI	(.|#|)pSEsran1mi(.|#|)
PŚESRAŠTEJ	(.|#|)pSEsraStej(.|#|)
PŚESROMOŚENJOMA	(.|#|)pSEsrOmOSEnjOma(.|#|)
PŚESTANUŁEJ	(.|#|)pSEstanuwej(.|#|)
PŚESTOJAŚ	(.|#|)pSEstOjaS(.|#|)
PŚESTOJŚO	(.|#|)pSEstOjSO(.|#|)
PŚESTREŃCOJU	(.|#|)pSEstrEjntsOju(.|#|)
PŚESTREŃCOJU	(.|#|)pSEstrejntsOju(.|#|)
PŚESTRĚNJOWA	(.|#|)pSEstrjinjOwa(.|#|)
PŚESTRĚNJOWA	(.|#|)pSEstrjinjowa(.|#|)
PŚESTRĚŃCCE	(.|#|)pSEstrjijntsE(.|#|)
PŚESTRĚŃCKAMI	(.|#|)pSEstrjijntskami(.|#|)
PŚESTRĚŃCOW	(.|#|)pSEstrjijntsO(.|#|)
PŚESTRĚŃCOW	(.|#|)pSEstrjijntso(.|#|)
PŚESTUPKOMA	(.|#|)pSEstupkOma(.|#|)
PŚESTUPKOMA	(.|#|)pSEstupkUma(.|#|)
PŚESTYLOWAŠTEJ	(.|#|)pSEst1lOwaStej(.|#|)
PŚESTYLOWAŠTEJ	(.|#|)pSEst1lowaStej(.|#|)
PŚESTŚĚLIJO	(.|#|)pSEstSjilijO(.|#|)
PŚESTŚĚLILI	(.|#|)pSEstSjilili(.|#|)
PŚESUDKOWNEJE	(.|#|)pSEsutkOunejE(.|#|)
PŚESUDKOWNEJE	(.|#|)pSEsutkounejE(.|#|)
PŚESUWANY	(.|#|)pSEsuwan1(.|#|)
PŚESUŠUJUCEJU	(.|#|)pSEsuSujutseju(.|#|)
PŚESUŹIT	(.|#|)pSEsuZit(.|#|)
PŚESWÓJLI	(.|#|)pSEswUjli(.|#|)
PŚESWÓJOWANE	(.|#|)pSEswUjOwanE(.|#|)
PŚESWÓJOWANE	(.|#|)pSEswUjowanE(.|#|)
PŚESWÓJŠĆO	(.|#|)pSEswUjStSO(.|#|)
PŚESWĚTLIŁEJ	(.|#|)pSEswjitliwej(.|#|)
PŚESWĚŚUJOŠ	(.|#|)pSEswjiSujOS(.|#|)
PŚESYKAŚ	(.|#|)pSEs1kaS(.|#|)
PŚESYPNUCHMEJ	(.|#|)pSEs1pnuxmej(.|#|)
PŚESYPOWAŁA	(.|#|)pSEs1pOwawa(.|#|)
PŚESYPOWAŁA	(.|#|)pSEs1powawa(.|#|)
PŚESYTA	(.|#|)pSEs1ta(.|#|)
